From	To
Q7L523	9606.ENSP00000369899
P43251	9606.ENSP00000400995
P26951	9606.ENSP00000327890
Q9C0I1	9606.ENSP00000371577
Q9NX05	9606.ENSP00000364324
P20062	9606.ENSP00000215838
P07478	9606.ENSP00000485444
Q9Y3C4	9606.ENSP00000272424
P0DMB2	9606.ENSP00000454561
Q9P242	9606.ENSP00000272907
P19883	9606.ENSP00000256759
P50747	9606.ENSP00000382071
Q0VGL1	9606.ENSP00000343118
Q96GJ1	9606.ENSP00000362027
Q9C0G6	9606.ENSP00000374045
Q9BPY3	9606.ENSP00000433343
P08174	9606.ENSP00000356030
Q7Z7A1	9606.ENSP00000362962
Q96EP0	9606.ENSP00000315112
P29597	9606.ENSP00000431885
Q9BRF8	9606.ENSP00000371193
Q03111	9606.ENSP00000252674
Q17RB0	9606.ENSP00000375268
P49459	9606.ENSP00000360613
Q9NZQ8	9606.ENSP00000155858
P0C7M7	9606.ENSP00000382349
P49760	9606.ENSP00000357345
O75394	9606.ENSP00000296102
Q8N1K5	9606.ENSP00000357231
Q00536	9606.ENSP00000276052
Q9NRX5	9606.ENSP00000342962
O60477	9606.ENSP00000265922
Q96HE9	9606.ENSP00000262293
P11308	9606.ENSP00000414150
O75460	9606.ENSP00000401445
O14874	9606.ENSP00000378405
Q9P0I2	9606.ENSP00000245046
Q5VU43	9606.ENSP00000358363
P54922	9606.ENSP00000420200
Q8N2M8	9606.ENSP00000221455
Q5GLZ8	9606.ENSP00000378624
Q8N6Y2	9606.ENSP00000344242
Q86V35	9606.ENSP00000216144
O00445	9606.ENSP00000346265
Q8IZ52	9606.ENSP00000243776
Q96CW6	9606.ENSP00000263997
P21579	9606.ENSP00000261205
P17947	9606.ENSP00000227163
Q9H9S5	9606.ENSP00000326570
Q96AX1	9606.ENSP00000267199
Q9BT17	9606.ENSP00000323047
P49356	9606.ENSP00000246166
Q96E17	9606.ENSP00000282878
Q6NSJ0	9606.ENSP00000297625
O00213	9606.ENSP00000477213
Q14680	9606.ENSP00000298048
Q8WTP8	9606.ENSP00000331944
Q96G21	9606.ENSP00000259239
P06127	9606.ENSP00000342681
O95989	9606.ENSP00000476119
Q02556	9606.ENSP00000268638
Q9Y6C2	9606.ENSP00000369677
Q9Y4G2	9606.ENSP00000389913
O75570	9606.ENSP00000368793
P63146	9606.ENSP00000265339
Q9Y4F4	9606.ENSP00000355045
Q8TCG2	9606.ENSP00000264864
Q9UHV7	9606.ENSP00000380888
Q2TAA5	9606.ENSP00000430236
P05155	9606.ENSP00000278407
Q6PJW8	9606.ENSP00000355470
P50553	9606.ENSP00000266744
Q99929	9606.ENSP00000332293
P24158	9606.ENSP00000234347
O60279	9606.ENSP00000308727
Q8NC26	9606.ENSP00000469998
Q2TAZ0	9606.ENSP00000366475
Q9Y5W7	9606.ENSP00000313121
Q96II8	9606.ENSP00000334375
Q01201	9606.ENSP00000221452
Q14512	9606.ENSP00000371770
P15090	9606.ENSP00000256104
P53803	9606.ENSP00000342889
Q9UK99	9606.ENSP00000265651
P22670	9606.ENSP00000254325
Q9HBL8	9606.ENSP00000458762
Q9H6Q4	9606.ENSP00000251588
Q96BM9	9606.ENSP00000272217
Q03405	9606.ENSP00000339328
A8MTJ3	9606.ENSP00000381339
Q9NXS2	9606.ENSP00000012049
Q8IU60	9606.ENSP00000373715
P51580	9606.ENSP00000312304
Q3KQZ1	9606.ENSP00000369407
Q8TBM8	9606.ENSP00000404381
Q9UDX5	9606.ENSP00000266263
Q01892	9606.ENSP00000471921
Q7RTS1	9606.ENSP00000476312
Q8NCW6	9606.ENSP00000416787
P07949	9606.ENSP00000347942
Q96PV6	9606.ENSP00000318374
P0C870	9606.ENSP00000380467
Q9Y605	9606.ENSP00000318352
Q6DJT9	9606.ENSP00000325546
P15954	9606.ENSP00000425759
P61165	9606.ENSP00000443216
Q9NSA3	9606.ENSP00000366474
O14735	9606.ENSP00000219789
P58004	9606.ENSP00000253063
Q9P2A4	9606.ENSP00000225941
Q8NGC2	9606.ENSP00000386195
Q96L94	9606.ENSP00000323435
Q8WTU0	9606.ENSP00000302805
Q9Y3D8	9606.ENSP00000370201
Q9BXC9	9606.ENSP00000245157
Q9BWJ5	9606.ENSP00000356541
P56378	9606.ENSP00000401770
P61009	9606.ENSP00000427463
Q9UI95	9606.ENSP00000235310
Q3ZCM7	9606.ENSP00000456206
P20336	9606.ENSP00000222256
P16403	9606.ENSP00000339566
P10412	9606.ENSP00000307705
Q9Y2Y4	9606.ENSP00000376035
P60002	9606.ENSP00000252445
P23434	9606.ENSP00000319531
P00749	9606.ENSP00000361850
P05090	9606.ENSP00000345179
P69892	9606.ENSP00000369609
P02787	9606.ENSP00000385834
O43291	9606.ENSP00000301244
Q9Y5W9	9606.ENSP00000377059
Q2KHR3	9606.ENSP00000382241
P06850	9606.ENSP00000276571
Q9C010	9606.ENSP00000480824
Q5PRF9	9606.ENSP00000317224
P49585	9606.ENSP00000292823
P15976	9606.ENSP00000365858
Q9Y2B9	9606.ENSP00000361980
Q14149	9606.ENSP00000383333
O75764	9606.ENSP00000406293
Q96NT1	9606.ENSP00000320488
Q9NRA2	9606.ENSP00000348019
P10916	9606.ENSP00000228841
Q9BYV9	9606.ENSP00000257749
O94868	9606.ENSP00000386722
Q6ZUT1	9606.ENSP00000376767
Q5QJ38	9606.ENSP00000357796
Q13023	9606.ENSP00000280979
Q8IWA5	9606.ENSP00000336888
Q8WVH0	9606.ENSP00000378464
Q99611	9606.ENSP00000418669
Q9BPX6	9606.ENSP00000354415
Q9HCE6	9606.ENSP00000355060
P05546	9606.ENSP00000215727
Q9ULE3	9606.ENSP00000275884
Q8N0Z3	9606.ENSP00000295872
Q8NDX6	9606.ENSP00000409463
Q9NV56	9606.ENSP00000359518
Q6P4F2	9606.ENSP00000377311
Q9BVS4	9606.ENSP00000283109
O00204	9606.ENSP00000201586
P51687	9606.ENSP00000377668
Q92889	9606.ENSP00000310520
O60739	9606.ENSP00000232905
Q9Y4P8	9606.ENSP00000288828
Q5SXM8	9606.ENSP00000360803
Q14872	9606.ENSP00000362127
Q9Y5U9	9606.ENSP00000256433
Q9NUY8	9606.ENSP00000377700
Q15907	9606.ENSP00000333547
Q9C026	9606.ENSP00000298355
P59780	9606.ENSP00000338777
P24468	9606.ENSP00000377721
Q8TCC3	9606.ENSP00000338057
A9QM74	9606.ENSP00000330878
Q9HC07	9606.ENSP00000370736
Q9H875	9606.ENSP00000419270
Q8N4C8	9606.ENSP00000347427
A6NED2	9606.ENSP00000377801
Q53TN4	9606.ENSP00000319141
Q9P227	9606.ENSP00000481862
Q6ZRQ5	9606.ENSP00000275053
O95391	9606.ENSP00000297151
P09917	9606.ENSP00000363512
Q9H7C4	9606.ENSP00000386439
Q9UNZ5	9606.ENSP00000465432
P46527	9606.ENSP00000228872
Q96PD4	9606.ENSP00000337432
P35869	9606.ENSP00000242057
P61024	9606.ENSP00000311083
Q8N8R7	9606.ENSP00000282032
Q8WVB6	9606.ENSP00000262315
Q9BTM9	9606.ENSP00000412922
Q9UJW7	9606.ENSP00000479884
Q9BT88	9606.ENSP00000357307
O95857	9606.ENSP00000262067
Q5H8A4	9606.ENSP00000415203
Q96BY7	9606.ENSP00000353010
Q49AR2	9606.ENSP00000326879
Q09327	9606.ENSP00000345270
Q96B49	9606.ENSP00000381859
O60662	9606.ENSP00000284669
P52569	9606.ENSP00000004531
Q96FH0	9606.ENSP00000425864
O14832	9606.ENSP00000263038
Q8WUX2	9606.ENSP00000295304
Q9UKV8	9606.ENSP00000220592
Q14849	9606.ENSP00000337446
Q96K37	9606.ENSP00000470652
P31025	9606.ENSP00000263598
Q9UQC2	9606.ENSP00000354952
Q86W34	9606.ENSP00000352976
P30273	9606.ENSP00000289902
Q53EZ4	9606.ENSP00000360540
P51888	9606.ENSP00000343924
Q96G25	9606.ENSP00000290663
P49069	9606.ENSP00000297156
O15455	9606.ENSP00000296795
O60825	9606.ENSP00000356047
P47224	9606.ENSP00000356231
Q7Z7K0	9606.ENSP00000418348
P13569	9606.ENSP00000003084
Q06413	9606.ENSP00000340874
Q9UJM3	9606.ENSP00000366702
Q15714	9606.ENSP00000397435
Q8NCL4	9606.ENSP00000444171
O15327	9606.ENSP00000425487
Q9P283	9606.ENSP00000389588
O00182	9606.ENSP00000378856
O76041	9606.ENSP00000366326
Q9NSU2	9606.ENSP00000296443
Q9Y6Q1	9606.ENSP00000317214
P27448	9606.ENSP00000411397
Q9H8M9	9606.ENSP00000233712
Q9HAK2	9606.ENSP00000430241
Q9UHK0	9606.ENSP00000368459
Q9BQS7	9606.ENSP00000430620
Q8NFY9	9606.ENSP00000401878
Q92643	9606.ENSP00000359848
Q9H3Y6	9606.ENSP00000217188
Q2TB10	9606.ENSP00000376989
O14925	9606.ENSP00000464522
P15086	9606.ENSP00000417222
Q96ME1	9606.ENSP00000371805
Q16540	9606.ENSP00000380466
Q9Y5U8	9606.ENSP00000354223
Q96L96	9606.ENSP00000258888
Q8N9H9	9606.ENSP00000366203
P07498	9606.ENSP00000304822
P50607	9606.ENSP00000305426
O95832	9606.ENSP00000295522
Q9NRE2	9606.ENSP00000360552
Q9NP71	9606.ENSP00000320886
Q76MJ5	9606.ENSP00000256797
Q13319	9606.ENSP00000304250
Q9NYQ3	9606.ENSP00000483507
Q9HCJ1	9606.ENSP00000284268
Q96B18	9606.ENSP00000375783
P42766	9606.ENSP00000259469
O15021	9606.ENSP00000385727
Q00975	9606.ENSP00000360423
Q569H4	9606.ENSP00000385118
P29122	9606.ENSP00000482760
O95996	9606.ENSP00000442954
Q7L1S5	9606.ENSP00000480991
Q9Y4G8	9606.ENSP00000264431
Q96HQ2	9606.ENSP00000394183
Q6Y288	9606.ENSP00000343002
P10696	9606.ENSP00000295453
Q68DQ2	9606.ENSP00000374273
O43819	9606.ENSP00000444433
Q8NHJ6	9606.ENSP00000375616
P51693	9606.ENSP00000221891
P32856	9606.ENSP00000376178
P32971	9606.ENSP00000223795
O14625	9606.ENSP00000306884
Q9Y580	9606.ENSP00000364639
P78364	9606.ENSP00000440674
Q99962	9606.ENSP00000369981
P48668	9606.ENSP00000252250
Q13507	9606.ENSP00000368966
B2RXH2	9606.ENSP00000397239
Q5T8I3	9606.ENSP00000359052
Q9H4M7	9606.ENSP00000263265
Q9NWK9	9606.ENSP00000359606
P40259	9606.ENSP00000376544
P48454	9606.ENSP00000380878
Q96EK7	9606.ENSP00000440125
Q9GZZ8	9606.ENSP00000257867
Q9H7F0	9606.ENSP00000416508
O95178	9606.ENSP00000419087
Q13950	9606.ENSP00000360493
Q5TCQ9	9606.ENSP00000304604
Q86UL3	9606.ENSP00000380184
P49810	9606.ENSP00000355747
P56179	9606.ENSP00000428480
Q7Z6M4	9606.ENSP00000480378
Q8NEZ2	9606.ENSP00000318629
Q9NWW5	9606.ENSP00000249806
Q9C0F0	9606.ENSP00000269197
Q15726	9606.ENSP00000356162
P13688	9606.ENSP00000161559
Q96C24	9606.ENSP00000362080
Q96I36	9606.ENSP00000446524
Q8IWI9	9606.ENSP00000219905
Q16611	9606.ENSP00000363591
P62987	9606.ENSP00000388107
Q9Y3L3	9606.ENSP00000350018
Q15386	9606.ENSP00000309198
P43489	9606.ENSP00000368538
P28715	9606.ENSP00000347978
P38935	9606.ENSP00000255078
Q6ZMG9	9606.ENSP00000376453
Q7Z3T8	9606.ENSP00000337159
P09564	9606.ENSP00000312027
P20132	9606.ENSP00000257549
Q8NAG6	9606.ENSP00000377971
Q9H8L6	9606.ENSP00000361097
Q9Y6V7	9606.ENSP00000247003
Q9HAD4	9606.ENSP00000296679
Q92777	9606.ENSP00000480050
Q13367	9606.ENSP00000440984
Q8WUA7	9606.ENSP00000336724
Q6ZVX7	9606.ENSP00000342137
Q8NFT2	9606.ENSP00000378119
P56211	9606.ENSP00000455625
O95259	9606.ENSP00000271751
Q9ULQ1	9606.ENSP00000448083
O00488	9606.ENSP00000363384
Q6ZN84	9606.ENSP00000415528
Q7Z589	9606.ENSP00000433205
P01286	9606.ENSP00000362716
Q9NZV1	9606.ENSP00000280527
Q3MIR4	9606.ENSP00000450842
P50053	9606.ENSP00000260599
P13498	9606.ENSP00000261623
Q6ZRY4	9606.ENSP00000300069
Q9UMX9	9606.ENSP00000296589
Q13322	9606.ENSP00000381793
A6NE01	9606.ENSP00000329995
Q96J88	9606.ENSP00000318982
P08962	9606.ENSP00000447730
Q4KMP7	9606.ENSP00000386538
Q9UPQ9	9606.ENSP00000401946
Q92968	9606.ENSP00000295030
Q9H944	9606.ENSP00000265350
Q68DL7	9606.ENSP00000464330
Q8IZR5	9606.ENSP00000333833
Q86TM6	9606.ENSP00000366395
Q9NU23	9606.ENSP00000430025
O95985	9606.ENSP00000381773
Q8IWR1	9606.ENSP00000311219
O75586	9606.ENSP00000481920
O60675	9606.ENSP00000344903
Q9H4F8	9606.ENSP00000355110
Q6TFL3	9606.ENSP00000370077
Q8TEW8	9606.ENSP00000351618
O43929	9606.ENSP00000441953
Q6ZU65	9606.ENSP00000418648
Q9Y5E5	9606.ENSP00000194152
Q8N2Z9	9606.ENSP00000308583
Q2M2I5	9606.ENSP00000264651
P00995	9606.ENSP00000296695
O75051	9606.ENSP00000356000
Q92560	9606.ENSP00000417132
P62877	9606.ENSP00000216225
Q9UK53	9606.ENSP00000364929
P61224	9606.ENSP00000250559
O14653	9606.ENSP00000225567
P98164	9606.ENSP00000263816
Q16819	9606.ENSP00000230588
Q96I34	9606.ENSP00000292539
Q9ULN7	9606.ENSP00000473036
Q13495	9606.ENSP00000414517
P43362	9606.ENSP00000243314
Q9UJJ9	9606.ENSP00000204679
Q969M3	9606.ENSP00000274496
Q8IWY4	9606.ENSP00000354080
Q8TAP6	9606.ENSP00000262127
P23769	9606.ENSP00000345681
P12883	9606.ENSP00000347507
P62979	9606.ENSP00000272317
Q96GT9	9606.ENSP00000286049
Q5H9L2	9606.ENSP00000361765
Q969E4	9606.ENSP00000361711
O00559	9606.ENSP00000337675
Q9BQE9	9606.ENSP00000411073
O60476	9606.ENSP00000348959
Q5T160	9606.ENSP00000358549
Q9UBU6	9606.ENSP00000259963
Q53GL0	9606.ENSP00000358120
Q9UNX3	9606.ENSP00000428223
Q8IZY2	9606.ENSP00000263094
Q7Z4G4	9606.ENSP00000333934
P14859	9606.ENSP00000356840
Q5BJH7	9606.ENSP00000343435
Q8WYH8	9606.ENSP00000322142
Q99613	9606.ENSP00000332604
B5ME19	9606.ENSP00000370258
Q8N608	9606.ENSP00000376855
P21802	9606.ENSP00000410294
O00423	9606.ENSP00000334314
O15078	9606.ENSP00000448012
Q13137	9606.ENSP00000398523
Q9UJY4	9606.ENSP00000311962
Q9UN36	9606.ENSP00000451712
Q9H1C4	9606.ENSP00000227471
Q7L311	9606.ENSP00000331662
Q9NX14	9606.ENSP00000276062
O95067	9606.ENSP00000288207
Q7Z4R8	9606.ENSP00000346931
Q53RY4	9606.ENSP00000442400
O15304	9606.ENSP00000329213
Q8WV24	9606.ENSP00000266671
Q8IXL6	9606.ENSP00000322323
Q4VXU2	9606.ENSP00000255136
P01303	9606.ENSP00000384364
Q9NS25	9606.ENSP00000405202
Q14CN4	9606.ENSP00000293745
Q9NYR9	9606.ENSP00000303580
Q9H6I2	9606.ENSP00000297316
Q9Y3E0	9606.ENSP00000229314
Q96IQ7	9606.ENSP00000318684
Q6UW49	9606.ENSP00000312284
Q9HB58	9606.ENSP00000258381
Q8N4S9	9606.ENSP00000323264
Q9ULD9	9606.ENSP00000307746
O75071	9606.ENSP00000361001
Q9ULJ6	9606.ENSP00000334474
Q8WUU5	9606.ENSP00000287957
Q13574	9606.ENSP00000412178
P15172	9606.ENSP00000250003
Q96JB2	9606.ENSP00000258654
Q8N441	9606.ENSP00000381498
Q7KYR7	9606.ENSP00000312158
Q9BYP7	9606.ENSP00000346667
Q9UJ68	9606.ENSP00000313921
Q6P1L5	9606.ENSP00000376071
Q9H813	9606.ENSP00000438863
Q96SW2	9606.ENSP00000231948
Q86WR7	9606.ENSP00000277570
O75362	9606.ENSP00000360526
Q96CP6	9606.ENSP00000441032
O76039	9606.ENSP00000369325
Q92618	9606.ENSP00000394757
O15350	9606.ENSP00000367545
P51654	9606.ENSP00000377836
P04733	9606.ENSP00000334872
Q58WW2	9606.ENSP00000356814
Q9HD64	9606.ENSP00000364752
Q6PH81	9606.ENSP00000285697
P25942	9606.ENSP00000361359
Q8TEU8	9606.ENSP00000311184
Q5GH72	9606.ENSP00000477059
Q8NG06	9606.ENSP00000355437
Q9H582	9606.ENSP00000337008
Q8N488	9606.ENSP00000419494
Q9UPY6	9606.ENSP00000335055
Q7Z5N4	9606.ENSP00000385899
P54259	9606.ENSP00000349076
Q6PGN9	9606.ENSP00000358925
Q14002	9606.ENSP00000006724
Q9BWT3	9606.ENSP00000238714
Q96FE7	9606.ENSP00000215912
Q99958	9606.ENSP00000326371
O15234	9606.ENSP00000264645
P48431	9606.ENSP00000323588
P02585	9606.ENSP00000361636
Q9H2V7	9606.ENSP00000309945
Q9UKN1	9606.ENSP00000441929
Q00266	9606.ENSP00000361287
Q9BPY8	9606.ENSP00000450527
Q8NHU6	9606.ENSP00000347444
Q92633	9606.ENSP00000363553
Q9Y4H4	9606.ENSP00000364180
O75379	9606.ENSP00000236192
P09651	9606.ENSP00000341826
Q9NNX1	9606.ENSP00000357842
Q9BTE1	9606.ENSP00000300087
P01111	9606.ENSP00000358548
Q8N568	9606.ENSP00000303887
Q86X27	9606.ENSP00000356607
Q86UY8	9606.ENSP00000376615
Q7Z7L8	9606.ENSP00000479976
Q16769	9606.ENSP00000344829
O60732	9606.ENSP00000285879
Q9H4K7	9606.ENSP00000359859
Q9NP50	9606.ENSP00000337477
P38936	9606.ENSP00000384849
P23760	9606.ENSP00000375921
Q96DM3	9606.ENSP00000269221
Q14802	9606.ENSP00000473929
Q7LFL8	9606.ENSP00000302543
O60911	9606.ENSP00000445052
Q9UJD0	9606.ENSP00000361769
Q92685	9606.ENSP00000380793
P19447	9606.ENSP00000285398
Q32NB8	9606.ENSP00000262764
Q93074	9606.ENSP00000363193
Q9HBL0	9606.ENSP00000171887
Q9NQG1	9606.ENSP00000362707
Q15699	9606.ENSP00000315417
P12074	9606.ENSP00000229379
Q96QD8	9606.ENSP00000256689
Q96Q15	9606.ENSP00000402515
P40692	9606.ENSP00000231790
Q8N6G5	9606.ENSP00000363590
Q9HBW9	9606.ENSP00000359778
Q8N3T6	9606.ENSP00000410852
Q9C0I9	9606.ENSP00000357603
Q96QU8	9606.ENSP00000302790
Q96BP2	9606.ENSP00000361923
Q9H6H4	9606.ENSP00000303482
Q9Y2G2	9606.ENSP00000375767
Q8IYB1	9606.ENSP00000376246
Q5SGD2	9606.ENSP00000417659
Q9UKI8	9606.ENSP00000411099
Q8NFA0	9606.ENSP00000300896
P61278	9606.ENSP00000287641
Q8TB52	9606.ENSP00000237281
Q8ND76	9606.ENSP00000363836
P78337	9606.ENSP00000265340
Q8TBQ9	9606.ENSP00000424707
Q6A162	9606.ENSP00000366984
Q99638	9606.ENSP00000311360
Q13591	9606.ENSP00000371936
P14780	9606.ENSP00000361405
Q9H2Z4	9606.ENSP00000345147
P51857	9606.ENSP00000242375
O95969	9606.ENSP00000244926
P31751	9606.ENSP00000375892
Q86Y91	9606.ENSP00000465992
Q8IWV8	9606.ENSP00000361990
Q08629	9606.ENSP00000378401
Q8IYS0	9606.ENSP00000350881
Q99466	9606.ENSP00000364163
Q9NXW9	9606.ENSP00000292566
Q96QG7	9606.ENSP00000221086
Q02223	9606.ENSP00000053243
Q12857	9606.ENSP00000360231
P56559	9606.ENSP00000339754
Q96HH9	9606.ENSP00000426120
Q8IW52	9606.ENSP00000469205
Q9UNA1	9606.ENSP00000274498
Q86UA6	9606.ENSP00000385814
Q96JN0	9606.ENSP00000360138
Q9H0Z9	9606.ENSP00000348538
Q8N8Z6	9606.ENSP00000296955
Q86X51	9606.ENSP00000342680
O15155	9606.ENSP00000222547
P49961	9606.ENSP00000360250
Q99424	9606.ENSP00000307697
Q7Z6B0	9606.ENSP00000438040
Q5VT99	9606.ENSP00000365253
Q8ND83	9606.ENSP00000400921
Q96RR1	9606.ENSP00000309595
Q9NZJ5	9606.ENSP00000307235
Q96R05	9606.ENSP00000294435
Q8N126	9606.ENSP00000357106
Q01546	9606.ENSP00000330101
Q9NUU7	9606.ENSP00000306117
Q9Y3L5	9606.ENSP00000340274
Q96AY4	9606.ENSP00000381003
P81877	9606.ENSP00000483921
O95471	9606.ENSP00000353475
Q70EL4	9606.ENSP00000285199
Q96JD6	9606.ENSP00000298375
Q9BSY4	9606.ENSP00000325655
O43310	9606.ENSP00000372459
O00287	9606.ENSP00000255476
Q9UII4	9606.ENSP00000264350
Q6NT55	9606.ENSP00000269703
Q9NPG2	9606.ENSP00000298352
Q8N4L2	9606.ENSP00000285419
Q92793	9606.ENSP00000262367
Q99618	9606.ENSP00000442068
Q5VW38	9606.ENSP00000361483
P68543	9606.ENSP00000312107
Q8N1F8	9606.ENSP00000295641
Q8NDX5	9606.ENSP00000420294
Q2VWP7	9606.ENSP00000373937
Q9BYH1	9606.ENSP00000248933
Q7RTW8	9606.ENSP00000373610
Q9NP31	9606.ENSP00000376123
Q8IWU2	9606.ENSP00000297293
Q6ZVF9	9606.ENSP00000476603
Q9H063	9606.ENSP00000318604
P12018	9606.ENSP00000385361
Q5BJD5	9606.ENSP00000433126
Q8NBP7	9606.ENSP00000303208
P17535	9606.ENSP00000252818
Q9H5K3	9606.ENSP00000331258
Q9UKY1	9606.ENSP00000297857
Q9H788	9606.ENSP00000265807
Q9ULS5	9606.ENSP00000261226
Q7Z2Z1	9606.ENSP00000268138
Q8TEY7	9606.ENSP00000359829
P10147	9606.ENSP00000477908
O15037	9606.ENSP00000251343
P12838	9606.ENSP00000297435
P09067	9606.ENSP00000239151
Q96B45	9606.ENSP00000342331
A6NC98	9606.ENSP00000349238
Q5H9F3	9606.ENSP00000437775
Q8TED4	9606.ENSP00000311833
Q9UNQ0	9606.ENSP00000237612
Q9UBK9	9606.ENSP00000337393
Q5JQS6	9606.ENSP00000446460
Q8WY22	9606.ENSP00000340761
Q8N8V4	9606.ENSP00000308772
P26378	9606.ENSP00000349594
Q14542	9606.ENSP00000350024
Q9NQS3	9606.ENSP00000418070
O75081	9606.ENSP00000268679
Q8IZ21	9606.ENSP00000362942
Q6GYQ0	9606.ENSP00000302647
P61925	9606.ENSP00000379696
P02655	9606.ENSP00000466775
O00512	9606.ENSP00000234739
Q9NYP3	9606.ENSP00000307143
Q8IXH8	9606.ENSP00000339390
O94805	9606.ENSP00000160382
O15551	9606.ENSP00000378577
Q8N257	9606.ENSP00000479284
Q8TB96	9606.ENSP00000319918
Q9Y2I8	9606.ENSP00000350954
P07202	9606.ENSP00000318820
Q53QZ3	9606.ENSP00000295095
Q8IWB6	9606.ENSP00000240361
Q9GZX9	9606.ENSP00000262120
Q96HJ9	9606.ENSP00000297534
O14972	9606.ENSP00000311399
Q9Y5Y3	9606.ENSP00000258456
Q6SJ93	9606.ENSP00000341565
Q9H6E5	9606.ENSP00000308000
O00212	9606.ENSP00000308576
A4FU01	9606.ENSP00000391668
Q86UT8	9606.ENSP00000334767
A1L170	9606.ENSP00000413150
P48788	9606.ENSP00000371331
Q9NS26	9606.ENSP00000359549
Q12805	9606.ENSP00000378058
Q9BZG8	9606.ENSP00000263083
P20719	9606.ENSP00000222726
Q96LT9	9606.ENSP00000432886
P01112	9606.ENSP00000407586
Q05516	9606.ENSP00000338157
O94900	9606.ENSP00000354842
P30559	9606.ENSP00000324270
P01135	9606.ENSP00000295400
Q9BSG0	9606.ENSP00000258083
O00443	9606.ENSP00000265970
O75177	9606.ENSP00000333012
Q7Z6L1	9606.ENSP00000404923
P42898	9606.ENSP00000365777
O75145	9606.ENSP00000335614
Q9UL03	9606.ENSP00000310260
Q5HYI8	9606.ENSP00000273375
Q13795	9606.ENSP00000483486
Q8NB46	9606.ENSP00000267116
Q15847	9606.ENSP00000361083
Q13424	9606.ENSP00000217381
Q02224	9606.ENSP00000265148
Q9UBL0	9606.ENSP00000412326
Q99999	9606.ENSP00000385735
Q8NF86	9606.ENSP00000293851
P22749	9606.ENSP00000263863
O94885	9606.ENSP00000356437
Q9NS73	9606.ENSP00000399718
Q96BI1	9606.ENSP00000369948
Q9ULE0	9606.ENSP00000370242
Q6BDS2	9606.ENSP00000192788
A0A0B4J1V0	9606.ENSP00000479675
Q02930	9606.ENSP00000350359
Q8WUU4	9606.ENSP00000302770
P17544	9606.ENSP00000399465
Q08AE8	9606.ENSP00000387266
P56856	9606.ENSP00000183605
P15260	9606.ENSP00000356713
Q96AQ8	9606.ENSP00000368468
Q9Y548	9606.ENSP00000072644
P15328	9606.ENSP00000377284
Q8N1P7	9606.ENSP00000310435
P47972	9606.ENSP00000265634
P22732	9606.ENSP00000366641
Q9Y3R5	9606.ENSP00000382104
Q9Y235	9606.ENSP00000244669
Q9ULI3	9606.ENSP00000311502
Q8WY07	9606.ENSP00000363417
Q7Z7C8	9606.ENSP00000362068
Q9H4B0	9606.ENSP00000264151
Q9Y2J0	9606.ENSP00000374036
Q9UL51	9606.ENSP00000251287
Q9BUT9	9606.ENSP00000305138
Q9C086	9606.ENSP00000233331
O75334	9606.ENSP00000450337
P43005	9606.ENSP00000262352
P18433	9606.ENSP00000369756
P23469	9606.ENSP00000254667
P20292	9606.ENSP00000479870
Q8IWF6	9606.ENSP00000311401
P33552	9606.ENSP00000364976
Q9BSE4	9606.ENSP00000379390
Q96EE4	9606.ENSP00000304355
Q8N131	9606.ENSP00000381204
Q9H0K6	9606.ENSP00000415899
Q11201	9606.ENSP00000428540
Q6UXH0	9606.ENSP00000479969
Q6UWB1	9606.ENSP00000263379
Q86T82	9606.ENSP00000258399
Q01974	9606.ENSP00000364860
Q96RS0	9606.ENSP00000260129
P56177	9606.ENSP00000354478
P49441	9606.ENSP00000376142
Q8NAP3	9606.ENSP00000426387
Q6ZSZ5	9606.ENSP00000471635
Q6P2C8	9606.ENSP00000292035
Q6P161	9606.ENSP00000331849
A6NHT5	9606.ENSP00000350549
A8CG34	9606.ENSP00000481575
Q9NYS0	9606.ENSP00000393785
Q9GZN6	9606.ENSP00000338627
Q8WUY9	9606.ENSP00000265036
Q5SZQ8	9606.ENSP00000290583
Q7Z6G3	9606.ENSP00000307449
P08651	9606.ENSP00000396843
O94933	9606.ENSP00000420091
Q9H0X9	9606.ENSP00000263650
O60331	9606.ENSP00000466363
Q9UF12	9606.ENSP00000301175
P51690	9606.ENSP00000441417
Q9H6B4	9606.ENSP00000405577
Q96P67	9606.ENSP00000303549
O76096	9606.ENSP00000420384
Q3KRA6	9606.ENSP00000386302
Q9ULG6	9606.ENSP00000403400
Q96A57	9606.ENSP00000341364
Q9P0P0	9606.ENSP00000306906
O00142	9606.ENSP00000299697
Q14004	9606.ENSP00000181839
Q96LL9	9606.ENSP00000378605
Q6NUP7	9606.ENSP00000305924
O00237	9606.ENSP00000237455
Q9NV66	9606.ENSP00000352645
P49753	9606.ENSP00000238651
Q6XE24	9606.ENSP00000373277
Q9BYX2	9606.ENSP00000481721
P29558	9606.ENSP00000294904
Q5U5Q3	9606.ENSP00000385610
Q6ZN04	9606.ENSP00000329918
Q8WXX7	9606.ENSP00000344087
Q8TC36	9606.ENSP00000348496
Q92519	9606.ENSP00000155926
Q6UW78	9606.ENSP00000432692
P61296	9606.ENSP00000352565
Q6P1Q9	9606.ENSP00000262432
Q8TEB1	9606.ENSP00000415556
P30793	9606.ENSP00000419045
O76015	9606.ENSP00000246646
Q6UXY8	9606.ENSP00000379531
O43187	9606.ENSP00000256458
Q9Y2Y6	9606.ENSP00000463245
P42081	9606.ENSP00000332049
